DOI,Title,Abstract,URL
10.1007/978-3-032-06155-3_10,Google Tag Manager and Its Privacy Issues,"Google Tag Manager (GTM) is a tag manager that allows third-party scripts to be inserted, modified, or deleted on a website from a graphical interface, without having to modify the source code. These tags collect data such as visits, clicks, form submissions, traffic sources, user behavior, and purchase actions. While Google establishes control mechanisms to maintain good practices and comply with the respective legislation, the fact that GTM operates at a more abstract level means that if privacy breaches arise, such as personal data leaks, web publishers would have a hard time detecting them. This paper analyzes the behavior of official GTM tags in a sandbox environment and GTM’s behavior in the wild, looking at the million most popular websites and the tags available to web publishers in the Community Template Gallery. The results reveal flaws in the tool’s permission system, particularly related to the use of the Inject Scripts permission, affecting 62.4% of the web container tags available in the Community Template Gallery and 51.22% of the websites using GTM. This affected 40,185 websites using GTM. The vulnerability also revealed the use of 236,838 “Custom HTML Template” tags accessing third-party scripts, thus violating the permission system. This situation was observed on 50,526 websites. Overall, the risk was found to extend to 57,096 websites, representing 72.64% of the sites using the tool.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-06155-3_10
10.1007/978-3-032-04207-1_24,An Empirical Analysis on the Use of Third-Party HTTP Clients in Open-Source Java Projects,"External communication libraries (e.g., for HTTP/REST) are static dependencies that enable dynamic dependencies in software systems. Such third-party HTTP libraries may influence the system’s qualities. Thus, the selection out of numerous third-party HTTP clients needs to be taken carefully. However, the use of such clients has not been studied broadly. We conduct a quantitative empirical study of 18,879 open-source Java repositories and analyze 259,683 configuration files. We further investigate a subset of these repositories qualitatively and in more depth. We have found that Apache HttpClient, Spring Web, and OkHttp are the most used third-party HTTP clients in Java open-source projects. Further analysis has shown that declared dependencies are often not actively managed, reference outdated versions, or are entirely unused.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-04207-1_24
10.1007/978-3-032-03028-3_2,The Minimum Description of Arno’s Legacy in Rennes,"We examine the influence of Arno Siebes’s work on various data mining researchers in Rennes, France. A substantial aspect of this impact revolves around the Minimum Description Length Principle and its role in extracting a concise set of meaningful patterns from datasets. In Rennes, these patterns include (nested) itemsets, periodic itemsets, subsequences, and graphs. After briefly presenting the methods developed in our lab, we illustrate their application using datasets related to Arno’s life and experiences.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-03028-3_2
10.1007/978-3-032-00979-1_4,Ethereum,"Ethereum, or ‘the world computer’ as it is often called by the supporting community, is a deterministic but practically unbounded state machine, consisting of a global singleton state and a virtual machine that applies changes to that state. This seems to be a very complex sentence but it really well shows what the Ethereum network actually is. In the following sections we will start to dissect every part of the sentence stated above and try to explain what makes it so very different from Bitcoin, and why it is also the first proponent of a new type of blockchain, introducing concepts of its own, and more importantly: blockchain 2.0. The reason why this is important, is that Ethereum was developed to fix an existing problem, the problem that the Bitcoin network wasn’t immediately able to solve.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-00979-1_4
10.1007/978-3-031-93257-1_6,Adaptive Web API Recommendation via Matching Service Clusters and Mashup Requirement,"With the rapid proliferation of Web services and Web APIs, recommendation systems can effectively address the issue of information overload and alleviate the burden of meaningless filtering. Existing approaches can help filtering appropriate Web services for mashup creation, however, they often fall short of developers’ different and personalized needs by recommending only a fixed number of APIs and lack precision in aligning mashup requirements across all categories. To solve the above issue, this paper introduces a novel Web service recommendation framework called AWAR for mashup creation, which focuses on the matching strategy between mashup requirements and Web APIs, and enhances recommendation effectiveness by integrating natural language processing, optimization algorithms, and deep learning. Extensive experiments conducted on large-scale real datasets demonstrate that the proposed approach receives superior recommendation results on multiple evaluation metrics compared to advanced competing baselines.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-93257-1_6
10.1007/978-3-032-02088-8_29,Benchmarking Embedding Techniques for Modeling User Navigation Behavior on Task-Oriented Software,"Understanding user navigation patterns from clickstream data is crucial for improving business software, yet remains challenging due to the complexity and variability of real-world environments. Unlike controlled settings, real-world clickstreams are noisy, fragmented, and often incomplete, due to session timeouts, network issues, caching, or third-party interactions—making it difficult to reconstruct coherent user journeys. Additionally, the absence of labeled data hinders the use of supervised learning, pushing researchers toward unsupervised or heuristic-based approaches that struggle to fully capture user behavior. In this paper, we present a benchmark of embedding techniques for modeling user navigation behavior on task-oriented software. We identify distinct user behaviors across three real-world case studies. Results show that Pattern2Vec outperforms Word2Vec in capturing meaningful task-based navigation patterns, confirming its suitability for clickstream analysis.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-02088-8_29
10.1007/978-3-032-04200-2_27,What Do We Know About Software Analytics Research? A Critical Review of Secondary Studies,"Software analytics (SA) is often proposed as a tool to support software engineering (SE) tasks. Several secondary studies on SA have been published, some published within the same calendar year. This presents an opportunity to take a meta-perspective and examine how the field of SA has been conceptualized and synthesized so far. By analyzing how SA is defined, which topics are emphasized, what search strategies are employed, and to what extent primary studies overlap, we aim to identify gaps, trends, and redundancies in the current body of secondary studies. Such insights can inform the design and focus of future secondary studies. We identified five secondary studies on SA published from 2015 to 2023 that cover primary research from 2000 to 2021. Despite similarities in objectives and overlapping search timeframes, the secondary studies have negligible overlap in their included primary studies. Each secondary study presents a distinct perspective, and collectively, the five secondary studies offer a fragmented rather than cohesive view of the research landscape. We present a structured overview of the identified secondary studies in terms of their objectives, research quality, and findings. This overview helps readers navigate and leverage existing research. The analysis also indicates that there is potential for further secondary research to build a more cohesive and comprehensive understanding of the SA literature.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-04200-2_27
10.1007/978-3-032-04207-1_14,DevScholar: A Reuse-Based Approach for Evaluating Developer Contribution,"Evaluating each developer’s contributions within collaborative software projects is essential for effective resource allocation, recognition of expertise, and identifying training needs. Traditional metrics such as lines of code (LOCs) or the number of commits fail to provide a comprehensive context since code varies in importance and complexity. On the other hand, writing reusable code is an essential coding practice that can serve as a metric for measuring the quality of the developers’ contributions. Our goal is to develop a methodology and a practical tool for evaluating developers’ reusable code contributions within a software project. Drawing inspiration from Hirsch’s H-Index, a benchmark metric in academia, we constructed the Developer H-Index (DH-Index). It tracks each method’s usage throughout the project identified via call graphs akin to citations in academic research and links these references to the respective developer contributions. We also created a variation of the DH-Index that weighs method usage with the Lines-of-Code-Weighted Developer H-Index (LWDH-Index). We developed DevScholar, a publicly available prototype that extracts and analyzes method-based contributions from software developers of a Java project. We compared our tool’s capabilities with GitHub Insights on four Open Source Software (OSS) projects, Apollo, Spring Boot, Retrofit, and Dubbo but only presenting the results of Apollo project. LWDH-Index resulted in a stronger metric, as it smoothed out the effect of the disproportionate contribution of frequently called methods that are too simple and of rarely called methods that are too long. In conclusion, compared to simple metrics based only on LOC or the number of commits, the DH-Index and LWDH-Index offer additional perspectives for evaluating developers’ contributions to reusable code within a software project team.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-04207-1_14
10.1007/978-981-96-6046-9_12,Socially Connected Internet of Things: A Systematic Review,"The transformative paradigm has redefined the way devices, objects, and systems interact and communicate with each other. At its core, IoT involves connecting everyday physical objects and devices to the internet, enabling them to collect, share, and act on data. This interconnected network of devices are useful in variety of exertions, including smart internet of things application systems, and beyond. SIoT expands the concept of IoT by incorporating social interactions into socially connected devices. This evolution enables devices to not only communicate based on predefined rules but also to interact in a more dynamic and socially informed manner. Unlike traditional IoT, which focuses on machine-to-machine communication, SIoT places greater emphasis on human-centric interactions. It leverages social networks to enhance communication, collaboration, and information sharing among users and devices.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-981-96-6046-9_12
10.1007/978-3-032-06136-2_23,Interactive Association Map Creation from Documents Using Association Rule Mining,"One method to aid the understanding of a document corpus is to try constructing automatically a word/term/knowledge map for that corpus by analyzing the contents of the documents. Several methods have been proposed in the literature for this task. In this paper we investigate a novel method that is based on Association Rule Mining (ARM) . ARM was proposed for databases, for structured data in general, as a method for data mining, e.g. for market basket analysis. Here we investigate its application over documents. In particular, we leverage association rule mining, through the Apriori algorithm, to find pairs of terms that co-occur in documents and their association. Each rule is characterized by its confidence and support . Then we map these rules to graphical elements. A key merit of the approach is that the user can interactively change the confidence and support threshold and obtain a different visualization.  The evaluation over small datasets, up to datasets with 125.654 distinct words, showed that this approach is feasible and can produce maps that show the dominating words and connections. Source code: https://github.com/EfthimisM/AssociationMaps Video: https://youtu.be/eN9VrmmS6Ls .",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-06136-2_23
