f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,abstrak_id
0.11739646,0.03519646,-0.9283586,0.67257166,0.16612478,-0.35829774,-0.25039262,-0.513878,-0.94154114,-0.24460927,0.17400391,-0.2527889,-0.48375103,0.18531966,1.018092,0.7214235,0.12379556,0.34188393,0.3108726,0.00805998,0.39550242,0.5202257,0.6656583,-0.023573538,0.6171845,0.38232282,0.9306041,-0.03163377,0.819694,-0.22120993,-1.2623146,0.45630914,0.02511403,-0.3192576,0.07971164,0.14633983,0.34669158,0.11172355,1.0279613,-0.395329,-0.28546366,-0.64096016,0.8820544,0.56827766,0.5511453,0.5744188,0.69126725,0.44008696,-0.49474916,0.40100017,-0.043562777,0.3149806,-0.28577432,0.26402113,0.06340987,-0.22848494,"Atika Citrawaty, Pengaruh Kecerdasan Intelektual (IQ), Kecerdasan Emosional (EQ) dan Kecerdasan Spiritual (SQ) terhadap Kinerja Karyawan di Kantor Dinas Sosial Tenaga Kerja dan Transmigrasi Kabupaten Pamekasan. Di bawah bimbingan Dra. Hj. S. Anugrahini Irawati, MM dan Drs. Ec Mudji Kuswinarno, Msi.



Penelitian ini menganalisis pengaruh Kecerdasan Intelektual (IQ), Kecerdasan Emosional (EQ) dan Kecerdasan Spiritual (SQ) terhadap Kinerja Karyawan di Kantor Dinas Sosial Tenaga Kerja dan Transmigrasi Kabupaten Pamekasan. Kinerja Karyawan sangat mempengaruhi dan mendukung dalam menjalankan aktifitas yang ada disebuah Pemerintahan Daerah untuk mewujudkan visi dan misi yang sesuai dengan harapan. Terkait dengan hasil kinerja pegawai yang bagus, terdapat beberapa hal yang mempengaruhinya seperti kecerdasan yang diklasifikasikan menjadi 3 yaitu: kecerdasan intelektual (IQ), kecerdasan emosional (EQ), kecerdasan spiritual (SQ).

Hipotesis dari penelitian ini adalah diduga Kecerdasan Intelektual (IQ) (X1), Kecerdasan Emosional (EQ) (X2), Kecerdasan spiritual (SQ) (X3) secara bersama-sama berpengaruh secara signifikan terhadap kinerja karyawan di Kantor Dinas Sosial Tenaga Kerja dan Transmigrasi Kabupaten Pamekasan. Serta Kecerdasan Emosional (EQ) (X1) diduga berpengaruh positif terhadap Kinerja Karyawan di Kantor Dinas Sosial Tenaga Kerja dan Transmigrasi Kabupaten Pamekasan.

Hasil dari penelitian ini adalah model (1) variabel IQ, EQ, dan SQ secara parsial berpengaruh signifikan terhadap kinerja di Kantor Dinas Sosial Tenaga Kerja dan Transmigrasi Kabupaten Pamekasan.. Sedangkan model (2) Kecerdasan Emosional  berpengaruh positif terhadap kinerja secara parsial (individual) di Kantor Dinas Sosial Tenaga Kerja dan Transmigrasi Kabupaten Pamekasan menunjukkan hasil yang signifikan.   



Kata kunci: Kecerdasan Intelektual (IQ), Kecerdasan Emosional (EQ), Kecerdasan Spiritual (SQ), dan Kinerja."
-0.83442396,0.93246204,0.048003122,0.89656854,0.049973,-0.23212695,0.6060985,-0.8881829,-0.3086616,-0.9760555,-1.0057323,-0.9411573,-0.022266828,0.30321565,0.24351007,0.077620246,-0.41744465,-0.107029125,-0.0820306,-0.30260807,0.57616335,0.4197075,0.8144041,-0.5458257,1.0496911,0.04967014,1.0223304,-0.117751,1.2426063,-0.258799,-1.4452015,2.0337152,-0.029186312,-0.52205783,-0.7306903,0.48416474,0.45810142,0.6278661,0.46390793,-0.29284328,-0.23916808,0.06941824,0.29927495,0.5844377,0.6682695,0.70955485,0.46953633,0.36251456,-0.7686705,0.16478102,0.5606821,0.11852593,0.0135768615,0.31478742,0.11313729,0.32093582,"Yenni Indriani, Analisis Pengaruh Propfitabilitas, Growth Opportunity, Struktur Modal terhadap Harga Saham Perusahaan di Sektor Makanan dan Minuman yang terdaftar di BEI. Dibawah bimbingan Dr. Drs. Chairul Anam, Ec., M.Kes dan Purnamawati, S.E.,MM.

Tujuan penelitian adalah untuk mengetahui adanya pengaruh Profitabilitas, Growth Opportunity, Struktur Modal baik secara simultan maupun secara parsial terhadap Harga Saham Perusahaan di Sektor Makanan dan Minuman yang terdaftar di BEI.

Pendekatan penelitian yang digunakan dalam penelitian ini adalah kuantitatif. Metode pengambilan sampel yang digunakan adalah Purposive Sampling dan diperoleh sampel sebanyak 9 Perusahaan. Untuk pengujian instrumen menggunakan uji Asumsi Klasik, sedangkan teknik analisis data yang digunakan untuk menguji hipotesis adalah menggunakan regresi linear berganda dengan memakai uji F, uji t dan uji determinasi R2.

Berdasarkan hasil penelitian menunjukkan bahwa R Square sebesar 0,925 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 92,5%, sedangkan sisanya 7,5% dipengaruhi oleh variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji F variabel Profitabilitas, Growth Opportunity, dan Struktur Modal berpengaruh signifikan terhadap harga saham. Berdasarkan uji t diketahui bahwa secara parsial variabel Profitabilitas dan Growth Opoortunity berpengaruh positif dan signifikan terhadap harga saham, sedangkan Struktur modal berpengaruh positif tetapi tidak signifikan terhadap harga saham.

Kata kunci : Profitabilitas,Growth Opportunity, dan Struktur Modal"
-0.08341227,0.21276024,-0.901351,0.9725165,0.15353629,-0.2802533,-0.24537188,-0.85623574,-0.91555524,-0.4027691,-0.15053359,-0.5611172,-0.33708847,0.3779044,0.8147338,0.6817323,-0.1427313,0.17685068,0.14214844,-0.3534676,0.6220128,0.63168186,0.7515932,-0.25856045,0.7766141,0.225752,1.0789053,0.08115715,1.3231947,-0.5767768,-1.4488056,0.93459284,0.08014929,-0.48527893,0.07128175,0.18797074,0.35787454,0.22272299,1.1072781,-0.33730564,-0.298034,-0.43559572,0.9682996,0.7022148,0.74035037,0.66894877,0.68895096,0.5157955,-0.5365521,0.44365224,0.13650379,0.460974,-0.43552655,0.2186137,-0.13766117,0.026745742,"Pengaruh komunikasi interpersonal dan motivasi terhadap kinerja karyawan perusahaan air minum kemasan di kabupaten Bangkalan (Studi Pada PT. Madura Investama). Dibawah bimbingan Dr, H. M. Alkirom Wildan,SE.,M.Si dan Dra. Hj. S Anugrahini Irawati., MM Komunikasi Interpersonal dan motivasi memiliki keterkaitan dengan kinerja karyawan. Hal ini dikarenakan apabila keduanya berjalan dengan baik, maka kinerja karyawan akan meningkat. Penelitian ini bertujuan untuk mengetahui seberapa besar pengaruh komunikasi interpersonal dan motivasi secara parsial terhadap kinerja karyawan. Penelitian ini dilakukan pada PT. Madura Investama. Metode yang digunakan adalah metode deskriptif kuantitatif, dengan teknik analisis regresi linier berganda dengan menggunakan Software Package for Social Science (SPSS) 18. Populasi pada penelitian ini berjumlah 130 orang karyawan. Sampel pada penelitian ini berjumlah 56 orang karyawan melalui hasil perhitungan rumus Slovin. Selanjutnya ditemukan bahwa komunikasi interpersonal merupakan variabel yang berpengaruh dominan terhadap variabel kinerja karyawan sebesar 68.9% Sementara itu variabel motivasi mempengaruhi variabel kinerja karyawan sebesar 29.3%. Berdasarkan uji koefisien determinasi (adjusted R square) diperoleh sebesar 0,715 atau sebesar 71.5% menunjukkan bahwa variabel kinerja karyawan dipengaruhi oleh variabel komunikasi interpersonal dan variabel motivasi, dan sedangkan sisanya 28.5% dipengaruhi oleh variabel lain yang tidak diteliti dalam penelitian ini. Dari hasil temuan tersebut, maka direkomendasikan kepada perusahaan untuk memperhatikan terhadap temuan. Kata kunci: Komunikasi Interpersonal, Motivasi, Kinerja Karyawan."
-0.37530947,0.017430905,-0.21418242,0.5570174,0.094816536,-0.31314614,0.31249583,-0.5251813,-0.537959,-0.4194696,-0.48279473,-0.21494672,-0.02695359,0.0797355,0.4147728,0.19185174,-0.18490916,0.23374364,0.08346471,0.33291656,0.2609004,0.11705089,0.6305957,-0.21814397,0.5749933,0.07317291,0.6346398,-0.15198211,0.46865463,0.067431934,-0.7144569,0.8422363,-0.05827409,-0.35848325,-0.5032731,0.5305693,0.04562209,0.30443144,0.45526522,-0.25359505,-0.021134708,-0.25263384,0.3506909,0.36451033,0.3873145,0.2181911,0.33844364,0.21495762,-0.5027652,0.04732929,0.19625384,0.14661606,-0.042655133,0.14263383,0.23329298,0.104302794,"ABSTRAK 

Moh.Taufik Ismail. Penerapan Strategi Bersaing dalam Peningkatan Pangsa 

Pasar pada Industri Rumahan. Pembimbing Dr.H.Pribanus Wantara, 

Drs,.MM dan Suyono SE.M.S.M 

Penerapan Strategi Bersaing Dalam Peningkatan pasar Pada Industri 

Rumahan. 

Tujuan  dari  penelitian  ini  adalah  untuk  mengetahui  perkembangan 

penjualan yang dicapai oleh Industri Rumahan Milik Ibu Hatimah di Kec. Proppo 

Kab.  Pamekasan  serta  untuk  mengetahui  penerapan  strategi  bersaing  dengan 

menggunakan  analisis  SWOT  (kekuatan,  kelemahan,  peluang  dan  ancaman) 

terhadap  peningkatan  pangsa  pasar.  Hasil  penelitian  yang  dilakukan 

menunjukkan  bahwa  hasil  perhitungan  analisis  pangsa  pasar  (market  share) 

dalam pemasaran provider kartu seluler khususnya pada Industri Rumahan Milik 

Ibu  Hatimah  di  Kec.  Proppo  Kab.  Pamekasan,  menunjukkan  bahwa  pangsa 

pasar  atau  market  share  untuk   setiap  tahunnya  meningkat.  Faktor  yang 

menyebabkan  adanya  kenaikan  pangsa  pasar  sebab  jumlah  penjualan  produk 

makanan  ringan  meningkat  setiap  tahunnya.  Sedangkan  dari  hasil  analisis 

perhitungan  formulasi  SWOT  yang  dilakukan  oleh  Industri  Rumahan  Milik  Ibu 

Hatimah di Kec. Proppo Kab. Pamekasan terlihat bahwa strategi yang dijalankan 

oleh perusahaan selama ini sehingga dapat meningkatkan pangsa pasar adalah 

strategi  pertumbuhan  agresif.  Dimana  dalam  penerapan  strategi  pertumbuhan 

agresif memiliki keunggulan jika dibandingkan kelemahan dapat dikatakan positif 

dan selain itu peluang lebih besar dari ancaman. 

Kata kunci : kekuatan, kelemahan, peluang dan ancaman serta pangsa pasar."
-0.4578138,0.004365489,-0.7333135,0.7113998,-0.16590565,-0.19781113,0.23326586,-0.89571863,-0.64889246,-0.46492568,-0.41599193,-0.37263182,0.24323367,0.51893413,0.8085437,0.07078967,-0.47882277,0.1137399,-0.02355,-0.097619034,0.53309965,-0.050496936,0.8231872,-0.40779096,0.8432248,-0.047333505,0.39652762,-0.18009877,1.264498,-0.2905647,-0.5329851,1.063111,0.1360629,-0.6710673,-0.13034938,0.48075682,-0.047905672,0.28793824,0.63472,-0.46895576,-0.14496364,-0.35515225,0.23271619,0.43559736,0.74996555,0.15338308,0.18833041,0.019096863,-0.4613953,0.52977407,0.4601225,0.10505607,-0.39826423,0.39467984,0.15906413,0.39721063,"Bunga Liquita Purnamasari, 110211100108. Pengaruh Iklan Pasta Gigi Ciptadent MaxiI 12 di Media Televisi terhadap Pengambilan Kpeutusan Pembelian (Studi pada Kecamatan Candi Kabupaten Sidoarjo).

Penelitian ini bertujuan untuk mengetahui pengaruh iklan pasta gigi Ciptadent Maxi 12 di media televisi terhadap pengambilan keputusan pembelian yang dilakukan  masyarakat di Kecamatan Candi Kabupaten Sidoarjo dengan jumlah responden penelitian sebanyak 97 responden, data yang terkumpul selanjutnya dilakukan analisis linier berganda. Dengan menggunakan alat bantu software SPSS 21.0. hasil analisis terhadap pengujian hipotesis diperoleh sebagai berikut: bahwa pengaruh iklan yang terdiri dari isi pesan, struktur pesan, format pesan dan sumber pesan mempunyai pengaruh yang signifikan terhadap keputusan konsumen terhadap pengambilan keputusan pembelian pasta gigi Ciptadent Maxi dan pada uji parsial diketahui bahwa variabel format pesan merupakan variabel yang dominan memberikan pengaruh terhadap pengambilan keputusan pembelian pasta gigi Ciptadent Maxi 12 di Kecamatan Candi Kabupaten Sidoarjo.



Kunci : Iklan, Televisi, Keputusan Pembelian."
0.041145787,0.34874842,-0.6398227,0.75410134,0.048776615,-0.3142948,0.18448856,-0.5262101,-0.61367553,-0.24862716,0.004956865,-0.48152217,-0.15353836,0.35991535,0.88726467,0.2951615,-0.18856151,0.3648474,0.21071596,-0.340215,0.6684721,0.47743502,0.7387576,-0.47987902,0.8386018,0.51170707,0.7763314,0.0069448915,1.2597053,-0.28653875,-1.3094665,1.0896033,-0.028026413,-0.39425704,0.2669121,-0.018845376,0.43105352,0.18895751,0.5712931,-0.53560555,-0.34479225,-0.40826946,0.37693158,0.6293632,0.42622754,0.71588457,0.37387168,0.28865626,-0.72054875,0.64355594,0.11661832,0.14263387,-0.16001381,0.2400295,0.027082317,0.067984566,"ABSTRAK

	Penelitian ini menggunakan metode kuantitatif, yang menekan pada pengujian hipotesis. Variabel yang di gnakan pada penelitian ini adalah kepemipinan kharismatik (X1), kepemimpinan transaksional (X2), dan kepemimpinan tranforsional (X3). Penelitian ini di laksanakan di universitas trunojoyo Madura dan sampel yang  digunakan adalah sebanyak 35 orang yang teridiri dari kelompok satpam PT.Marina sri Harta.

Hipotesis pertama menjelaskan bahwa variable bebas secara bersama-sama mempunyai hubungan yang signifikan terhadap perilaku kelompok satpam. Hal ini terbukti dengan nilai F hitung  lebih besar dari F table pada tingkat ?= 5% (96,871 > 1,949) dengan nila R2  sebesar 80,4%.

	Hipotesis kedua menjelaskan bahwa varibel kepemimpinan kharismatik sebagai variable yang mempunyai pengaruh dominan, hal ini  terbukti dengan nilai T hitung  lebih besar dari T table  dengan tingkat signifikan sebesar 5% ( 4,772 > 1,671 ).

	Kesimpulan penelitian ini adalah  pengujian hipotesis pertama menunjukkan bahwa berdasarkan pengujian statistic secara stimulant, variable bebas yang terdiri dari kepemimpinan kharismatik (X1), kepemimpinan transaksional (X2), dan kepemimpinan transformasional (X3) memiliki pengaruh yang signifikan terhadap varibel terikat yaitu perilaku satpam PT. Marina Sri harta Unit UTM. Pengujian hipotesis kedua membuktikan bahwa varibel kepemimpinan karismatik (X1) merupakan varibel yang berpengaruh dominan terhadap perilaku kelompok satpam PT. Marina Sri Harta unit UTM.



Kata Kunci : Gaya kepemimpinan , perilaku kelompok"
-0.069864735,0.45369586,-0.6571737,0.85946745,0.07956718,-0.31097195,0.053712737,-0.5966161,-0.7393456,-0.46411246,-0.111782715,-0.6158333,-0.3176842,0.26923418,0.83084756,0.48368436,-0.06898829,0.22046623,0.19519992,-0.36225155,0.60985965,0.5379781,0.75717986,-0.36551076,0.8131762,0.45190966,0.98744243,0.058748785,1.1728641,-0.34887558,-1.4972066,1.1471804,0.07327679,-0.41797122,0.016360331,0.105353616,0.50154775,0.25283894,0.8278988,-0.4521871,-0.38948533,-0.41213048,0.6169059,0.65563697,0.56251043,0.7854728,0.616809,0.43192446,-0.6702623,0.4556341,0.12441192,0.27635023,-0.23569965,0.21099734,0.00857332,-0.051296126,"ABSTRAK

Yuliani Fanti Ariska. 2015. Pengaruh Lingkungan Kerja terhadap Kinerja Guru MTS dan MA AN-NUR Kembang Jeruk Banyuates Sampang. Dibawah bimbingan Dra. Hj. S. Anugrahini Irawati, MM dan Drs. Ec. Mudji Kuswinarno, M.Si.

Dalam sebuah organisasi, lingkungan kerja merupakan hal penting untuk diperhatikan karena lingkungan kerja dapat mempengaruhi inerja karyawan,pada uumnya pegawai cenderung lebih senang dengan adanya kondisi lingkungan kerja yang baik dan nyaman sehingga efesiensi kerja suatu organisasi dapat ercapai dengan baik.

Tujuan penelitian ini adalah (1) Untuk mengetahui pengaruh lingkungan kerja secara simultan terhadap kinerja guru MTS dan MA AN-NUR Kembang Jeruk Banyuates Sampang, (2) Untuk mengetahui pengaruh lingkungan kerja secara parsial terhadap kinerja guru MTS dan MA AN-NUR Kembang Jeruk Banyuates Sampang.

Sampel dalam penelitian ini adalah guru MTS dan MA AN-NUR yang berjumlah 57 orang. Untuk pengujian instrumen menggunakan uji Validitas, Reliabilitas dan uji Asumsi Klasik, sedangkan teknik analisis data yang digunakan untuk menguji hipotesis adalah menggunakan regresi linier berganda dengan memakai uji F dan uji t. Berdasarkan hasil penelitian menunjukkan bahwa nilai adjusted R Square sebesar 0.731 yang berarti besarnya pengaruh variabel bebas terhadap variabel terikat adalah 73,1%, sedangkan sisanya 26,9% dipengaruhi oleh variabel lain yang tidak diteliti dalam penelitian ini. Berdasarkan uji F variabel suasana kerja, lingkungan tempat kerja dan tersedianya fasilitas kerja secara simultan berpengaruh signifikan terhadap kinerja guru MTS dan MA AN-NUR Kembang Jeruk Banyuates Sampang. Berdasarkan uji t diketahui bahwa secara parsial variabel suasana kerja berpengaruh signifikan positif, variabel lingkungan tempat kerja berpengaruh signifikan positif, dan variabel tersedianya fasilitas kerja berpengaruh signifikan positif terhadap variabel terikat.

Kata Kunci : Lingkungan kerja dan Kinerja."
-0.6171252,0.090954445,-0.50873685,0.79075044,-0.1452215,-0.39437303,0.5522177,-0.9897233,-0.7526346,-0.64170206,-0.5101666,-0.40449607,0.30016893,0.46499026,0.9485284,-0.14422995,-0.59234625,0.15557374,0.0867923,-0.09028849,0.579217,-0.2672227,1.0310813,-0.51460606,0.9636468,0.04880086,0.3097582,-0.2515095,1.31783,-0.1900817,-0.69868314,1.337597,0.0749436,-0.6876576,-0.39041758,0.61641407,-0.047811333,0.47443703,0.6914425,-0.548352,-0.24972795,-0.30079,0.044547915,0.47992727,0.9715264,0.15504175,0.31420133,-0.10407902,-0.59603095,0.63172966,0.41630694,0.04598222,-0.37888783,0.33031029,0.5464611,0.5605653,"ABSTRAK

Andy Saputro. Pengaruh Produk, Harga, Promosi, Dan Distribusi Terhadap Keputusan Pembelian Produk Kripik Singkong Muris Pada Industri Rumah Tangga Saronggi – Sumenep. Pembimbing Dr. H. Pribanus Wantara. Drs. MM, dan Hadi Purnomo. SE., MM.



Pengaruh Produk, Harga, Promosi, Dan Distribusi Terhadap Keputusan Pembelian Produk Kripik Singkong Muris Pada Industri Rumah Tangga Saronggi – Sumenep.

Penelitian ini bertujuan: (1) untuk mengetauhi pengaruh produk terhadap keputusan pembelian kripik singkong muris. (2) untuk mengetahui pengaruh harga terhadap keputusan pembelian kripik singkong muris. (3) untuk mengetahui pengaruh promosi terhadap keputusan pembelian kripik singkong muris. (4) untuk mengetahui pengaruh distribusi terhadap keputusan pembelian kripik singkong muris. (5) untuk mengetahui pengaruh produk, harga, promosi dan distribusi secara simultan berpengaruh signifikan terhadap keputusan pembelian kripik singkong muris. Jenis penelitian adalah penelitian kuantitatif, Teknik pengumpulan data menggunakan kuisioner dengan skala likert, teknik observasi dan kuesioner sedangkan teknik pengambilan sampel menggunakan non probability sampling dengan metode pengumpulan sampel dilakukan dengan cara insidental sampling, dan analisis data menggunakan regresi linear berganda. Hasil penelitian dapat disimpulkan bahwa variabel produk, harga dan promosi secara parsial tidak berpengaruh terhadap keputusan pembelian. Sedangkan variabel distribusi berpengaruh terhadap keputusan pembelian sehingga hasil uji menunjukkan distribusi merupakan variabel yang dominan dalam penelitian ini yang mampu memberikan pengaruh terhadap keputusan pembelian. Hasil uji Secara simultan produk, harga, promosi dan distribusi berpengaruh signifikan terhadap keputusan pembelian."
-0.5043041,0.15659946,-0.7402984,0.9286714,-0.16573925,-0.26346177,0.38226387,-1.0139893,-0.7367774,-0.51244736,-0.40526527,-0.5526861,0.18346167,0.54795265,0.9782454,0.011731753,-0.56809425,0.14802656,0.06569464,-0.27984622,0.6335285,0.047423597,1.0419625,-0.5475741,0.9927771,0.16118966,0.5575774,-0.16991732,1.5842155,-0.39464656,-0.87142533,1.3196882,0.094989285,-0.6782386,-0.13075416,0.44102633,0.04731155,0.40857306,0.69611055,-0.58252966,-0.2873794,-0.36838475,0.23944186,0.58257025,0.9315995,0.3880758,0.2847307,0.018030332,-0.6479317,0.6889816,0.43843397,0.20447692,-0.4838875,0.3346633,0.16761266,0.43285677,"Alberrina Febrianti, Pengaruh Perilaku Konsumen Terhadap Keputusan Pembelian Di Rumah Makan Kaliotik Lamonongan di bawah bimbingan Bambang Setiyo Pambudi.,SE.MM dan Suyono .,SE.,MSM.

Perilaku konsumen merupakan tindakan serta hubungan sosial yang dilakukan oleh konsumen individu atau perorangan, kelompok maupun organisasi untuk menilai, memperoleh dan menggunakan produk maupun jasa melalui proses pertukaran atau pembelian yang diawali dengan proses pengambilan keputusan yang menentukan tindakan-tindakan tersebut.

	Tujuan penelitian ini adalah untuk : (1) mengetahui dan menganalisis faktor yang mempengaruhi perilaku konsumen yang mempengaruhi perilaku konsumen yang terdiri dari faktor budaya, sosial, pribadi dan psikologis terhadap keputusan pembelian konsumen di Rumah Makan Kaliotik Lamongan. (2) untuk mengetahui variabel manakah diantara perilaku konsumen yang berpengaruh dominan terhadap keputusan pembelian konsumen di Rumah Makan Kaliotik Lamongan.

	Penelitian ini menggunakan pendekatan kuantitatif yang berusaha untuk mengetahui bagaimana pengaruh perilaku konsumen terhadap keputusan pembelian konsumen di Rumah Makan Kaliotik Lamongan. Teknik pengambilan sampel menggunakan insidental sampling dengan 100 responden. Teknik pengumpulan data yaitu dengan wawancara, kepustakaan, dan kuesioner serta menggunakan skala likert untuk mengukur jawaban responden. Untuk menguji instrumen menggunakan uji validitas, uji reliabilitas, dan uji asumsi klasik. Sedangkan teknik analisis data yaitu menggunakan analisis regresi linear berganda karena variabel yang digunakan lebih dari dua variabel, dengan uji F dan uji t.

	Hasil penelitian ini menunjukkan bahwa : (1) variabel perilaku konsumen yang terdiri dari budaya, sosial, pribadi dan psikologis berpengaruh secara simultan terhadap keputusan pembelian konsumen di Rumah Makan Kaliotik Lamongan dengan nilai F hitung sebesar 66.189 dengan tingkat signifikan 0,00 < 0,05. (2) variabel psikologis berpengaruh dominan terhadap keputusan pembelian konsumen di Rumah Makan Kaliotik Lamongan. Diketahui hasil R2 atau koefisien determinasi berganda menunjukkan nilai 0,729 atau 72,9% menunjukkan bahwa variabel bebas berpengaruh sebesar 72,9% terhadap variabel terikat, dan sisanya sebesar 27,1% dipengaruhi oleh variabel lain selain variabel bebas yang digunakan. 

	



Kata kunci : Perilaku Konsumen, Budaya, Sosial, Pribadi, Psikologis, Keputusan Pembelian."
-0.19970195,0.05554551,-0.585053,0.5529172,0.04324986,-0.3763073,0.103483334,-0.5728114,-0.6985044,-0.3863617,-0.15961693,-0.24415708,-0.08749838,0.24126506,0.79293895,0.29192695,-0.10566376,0.1623497,0.116262406,-0.01184173,0.31320694,0.10907689,0.62949795,-0.19213031,0.5944971,0.15809777,0.5117401,-0.10214755,0.7565311,-0.10608248,-0.7721996,0.69532424,0.09926283,-0.45199347,-0.20373434,0.31292602,0.1508595,0.20908992,0.77356166,-0.3394073,-0.19377305,-0.43872935,0.43467975,0.37667474,0.57716995,0.24535596,0.42423978,0.18264362,-0.40346792,0.36037415,0.13248512,0.14444366,-0.2054435,0.26085034,0.29960322,0.13703373,"ABSTRAK



       Riko Hari Fitrianto (2015), Pengaruh Strategi Experiential Marketing Terhadap kepuasan Pengunjung Taman Wisata Guardian Jungle Park Kab. Jombang. Dibawah bimbingan Dr. Mohammad Arief, S.E., MM dan Suyono, SE., MSM.

       Penelitian ini bertujuan untuk mengetahui pengaruh Strategi Experiential Marketing yang terdiri dari Sense Experience, Feel Experience, Think Experience, Act Experience, dan Relate Experience terhadap kepuasan pengunjung taman wisata Guardian Jungle Park Kab. Jombang, serta untuk mengetahui dari kelima variabel Experiential Marketing yang dominan berpengaruh terhadap kepuasan pengunjung taman wisata Guardian Jungle park Kab. Jombang.

       Regresi linier berganda digunakan untuk analisis data. Hasil penelitian ini adalah (1) secara parsial Relate Experience berpengaruh secara signifikan terhadap kepuasan pengunjung taman wisata Guardian jungle Park, sedangkan variabel Sense, Feel, Think, Act Experience tidak berpengaruh secara signifikan terhadap kepuasan pengunjung taman wisata Guardian Jungle Park. (2) kelima variabel dari Experiential Marketing yang dominan berpengaruh terhadap kepuasan pengunjung taman wisata Guardian Jungle Park adalah variabel Relate Experience.







Kata Kunci: Experiential Marketing  dan kepuasan pengunjung taman wisata."
-0.5366809,0.2918298,-0.8347792,1.052591,-0.014241981,-0.13821314,-0.3461741,-0.9604074,-0.6596117,-0.4095133,-0.54306453,-0.5190451,-0.024132377,0.6043853,0.47152755,0.7275721,-0.3961695,-0.09336372,-0.3022952,-0.2442836,0.5622826,0.7523878,0.6869633,-0.51195323,1.0117748,0.035918117,1.2024257,0.120174356,1.3996522,-0.65537614,-0.98248714,1.2006923,0.11656592,-0.655138,0.09655925,0.2522356,0.34859398,0.23362178,1.0476248,-0.3607041,-0.032939408,-0.5569547,0.99358386,0.8368109,0.6437787,0.5854899,0.29437843,0.53462636,-0.5395237,0.06591821,0.67769873,0.4786386,-0.52136624,0.28238496,-0.3884757,0.14824452,"ABSTRAK

Penelitian ini adalah untuk mengetahui pelaksanaan kerjasama tim dan motivasi karyawan pada Bank Tabungan Negara cabang Bangkalan, dan untuk mengetahui faktor yang paling dominan yang mempengaruhi kerjasama tim dan motivasi terhadap kinerja karyawan pada Bank Tabungan Negara cabang Bangkalan.

Penelitian ini menggunakan pendekatan kuantitatif yang berusaha untuk mengetahui bagaimana pengaruh kerjasama tim dan motivasi terhadap kinerja karyawan Bank Tabungan Negara cabang Bangkalan. Teknik pengambilan sampel menggunakan Proportional Stratified Random Sampling dengan 55 responden. Teknik pengumpulan data yaitu dengan wawancara, kepustakaan, dan kuesioner dan menggunakan skala likert untuk mengukur jawaban responden. Untuk menguji instrumen menggunakan uji validitas, uji reliabilitas, dan uji asumsi klasik. Sedangkan teknik analisis data yaitu menggunakan analisis regresi linier berganda karena variabel yang digunakan lebih dari dua variabel, dengan uji F dan uji t.

Hasil penelitian menunjukkan bahwa kerjasama tim dan motivasi berpengaruh terhadap kinerja karyawan pada Bank Tabungan Negara cabang Bangkalan. Hasil penelitian menunjukkan bahwa terdapat pengaruh antara kerjasama tim dan motivasi terhadap kinerja karyawan pada Bank Tabungan Negara cabang Bangkalan.

Kata kunci : Kerjasama tim, motivasi, kinerja"
