DOI,Title,Abstract,URL
10.1007/978-3-032-02936-2_19,Multimodal Zero-Shot Activity Recognition for Process Mining of Robotic Systems,"Understanding and analyzing the behavior of robotic systems is essential to ensure their reliability, efficiency, and continuous improvement, especially as robots are increasingly deployed in complex, dynamic environments. Process mining offers a powerful approach to uncover and analyze the execution of robotic operations. However, applying process mining to robotic systems requires bridging the gap between fine-grained multimodal data and high-level activity representations. Recent advances in foundation models provide a promising solution to this challenge, as the knowledge acquired during their extensive pretraining enables them to interpret multimodal data without the need for task-specific training. In this work, we propose a novel multimodal process mining pipeline that leverages the zero-shot capabilities of foundation models to perform activity recognition from visual and auditory inputs. By transforming fine-grained multimodal data into event logs, the pipeline enables the application of process mining techniques to robotic systems. We applied our approach to the Baxter UR5 95 Objects dataset, which offers synchronized video and audio recordings of a Baxter robot manipulating objects. The fusion of activity recognition results from these complementary modalities yields an event log that more accurately represents the robot’s operations, mitigating imprecision associated with using a single modality. Our results demonstrate that foundation models effectively enable the application of process mining to robotic systems, facilitating monitoring and analysis of their behavior.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-02936-2_19
10.1007/978-3-032-02215-8_3,Leveraging Machine Learning Techniques for Customer Data Deduplication - Hard-Won Lessons from a Real-World Project in the Financial Industry,"This paper is associated with a tutorial presented at DEXA 2025 Conferences and Workshops. The tutorial shares the practical experience gained from a 3-year R&D project for a big financial institution in Poland. The project aimed at developing deduplication pipelines for customer records. It involved the development of two distinct end-to-end deduplication pipelines that are based on (1) statistical/probabilistic modeling and on (2) machine learning. This tutorial focuses on lessons learned from developing the machine learning pipeline , within the context of a real-world industrial setting. Moreover, this tutorial provides an overview of approaches to data deduplication, including the traditional state-of-the-art baseline deduplication pipeline, solutions based on machine learning and neural networks that apply pre-trained and large language models.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-02215-8_3
10.1007/978-3-031-95296-8_21,Intelligent Control System for Ore Transportation and Grinding Process in Gold Mining Fields,"This paper is devoted to optimizing the processes of work using intellectual control systems for the transportation and grinding of ore in gold mining fields. Ore is being optimized through the introduction of modern technologies and information systems in the transportation and grinding processes in order to increase efficiency, reduce energy consumption and reduce production costs. The paper examines the applications of IoT technologies, artificial intelligence, and large-scale data analysis in ore transport and grinding processes. With these systems, there is talk of monitoring processes in real time and improving the efficiency of equipment operation. New methods for managing ore transport and grinding processes through mathematical models, optimization algorithms and artificial neural networks are also presented. The results of scientific research in this paper can contribute to innovations and technological developments in the field of gold mining. Improving efficiency through automation of gold mining processes and intellectual management systems not only contributes to economic benefits, but also to the protection of the environment.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-95296-8_21
10.1007/978-3-032-04999-5_2,AccessHub: Fostering Web Accessibility Implementation Through an Open Source Repository,"Given the concern to ensure the development of accessible content or services on the Internet, this work addresses the development of AccessHub, a comprehensive guide on accessibility features for web developers. The guide aims to present standards, reference materials, and a set of examples of open source code through the concepts of software reuse, which can be easily accessed, understood, and shared, seeking to facilitate the learning process and simplify the implementation of resources accessible on websites. AccessHub is based on the guidelines and recommendations of the Web Content Accessibility Guidelines (WCAG) and the Electronic Government Accessibility Model (eMAG), ensuring compliance with international and national accessibility standards. The guide presents a wide range of accessibility resources, addressing visual, auditory and interaction aspects to meet the needs of people with different disabilities. During the project evaluation process, which took place in three stages, namely the individual audit of the website, the screen reader verification, and the technical challenge with the research participants, AccessHub obtained positive results, with 90–100 accessibility scores from the website audit. We found an emphasis on its didactic approach, ease of understanding, and use of available resources, demonstrating itself as a promising tool for the development of accessible web projects. However, there is also room for improvements, such as in performance and color contrast in code examples. Through this guide, developers are expected to be able to create accessible interfaces, ensuring an equal digital experience for all users, regardless of their abilities or limitations, thus representing a significant step towards a more inclusive online environment.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-04999-5_2
10.1007/978-3-032-02088-8_29,Benchmarking Embedding Techniques for Modeling User Navigation Behavior on Task-Oriented Software,"Understanding user navigation patterns from clickstream data is crucial for improving business software, yet remains challenging due to the complexity and variability of real-world environments. Unlike controlled settings, real-world clickstreams are noisy, fragmented, and often incomplete, due to session timeouts, network issues, caching, or third-party interactions—making it difficult to reconstruct coherent user journeys. Additionally, the absence of labeled data hinders the use of supervised learning, pushing researchers toward unsupervised or heuristic-based approaches that struggle to fully capture user behavior. In this paper, we present a benchmark of embedding techniques for modeling user navigation behavior on task-oriented software. We identify distinct user behaviors across three real-world case studies. Results show that Pattern2Vec outperforms Word2Vec in capturing meaningful task-based navigation patterns, confirming its suitability for clickstream analysis.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-02088-8_29
10.1007/978-3-032-04207-1_24,An Empirical Analysis on the Use of Third-Party HTTP Clients in Open-Source Java Projects,"External communication libraries (e.g., for HTTP/REST) are static dependencies that enable dynamic dependencies in software systems. Such third-party HTTP libraries may influence the system’s qualities. Thus, the selection out of numerous third-party HTTP clients needs to be taken carefully. However, the use of such clients has not been studied broadly. We conduct a quantitative empirical study of 18,879 open-source Java repositories and analyze 259,683 configuration files. We further investigate a subset of these repositories qualitatively and in more depth. We have found that Apache HttpClient, Spring Web, and OkHttp are the most used third-party HTTP clients in Java open-source projects. Further analysis has shown that declared dependencies are often not actively managed, reference outdated versions, or are entirely unused.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-04207-1_24
10.1007/978-3-031-98290-3_15,Characterization of the Graduation Profile of the Software and Telematics Programs from UTEQ: Analyzing Educational Outcomes with Industry Demands,"The transition of recent university graduates into the labor market is increasingly complex due to globalization and rapid technological advancements, requiring continuous learning and adaptation. Our study analyzes the alignment between the graduate profiles of Software and Telematics students from the State Technical University of Quevedo (UTEQ) and the professional profiles demanded by companies, particularly through the Hiring Room portal. By utilizing data mining techniques and the Latent Dirichlet Allocation (LDA) model, key competencies required by employers were identified and compared with the educational outcomes of UTEQ’s programs. Our findings highlight significant gaps in areas such as Soft Skills, Cybersecurity Certifications and Multidisciplinary Knowledge, particularly in the field of Data Analytics. We suggest the need for curriculum updates to better align with market demands and equip graduates with the necessary skills for employability. We will apply this methodology to other job portals or focus on analyzing profiles demanded by companies for remote jobs.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-98290-3_15
10.1007/978-3-032-04375-7_13,Discovering Object-Centric Causal Nets with Edge-Coarse-Graining in Process Mining,"Process mining enables organizations to discover, monitor, and improve processes using event data. Traditional process mining methods focus on one object type (a.k.a. case notion) when analyzing a process, such as ‘orders’ in the Order-to-Cash process. This narrow case notion selection can lead to incomplete insights and misleading results. Object-Centric Process Mining (OCPM) addresses this by analyzing the process from multiple object types perspectives, such as ‘orders’ and ‘deliveries.’ However, current OCPM algorithms often create complex models. These models are hard to comprehend for stakeholders as they are either not good at dealing with noise or lack the power to identify important workflow patterns like parallel and exclusive choices and merges. Thus, this paper introduces a new method to discover Object-centric Causal Nets (OCCN). This method builds on Causal nets, which show the causal links between activities. It supports object-centric analysis and handles concurrency and choices better. In this method, we merge redundant process flows using an edge-coarse-graining technique, which makes the models easier to interpret by removing unnecessary visual clutter. We implemented the method in Python. In a user study, we compared OCCN with Object-Centric Petri Nets, and the result shows that OCCN models are easier to understand and help users recognize patterns more effectively.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-032-04375-7_13
10.1007/978-3-031-97763-3_2,Virtual Reality in Geoscience: An Overview,"Technological advancements have transformed geoscience, with virtual reality (VR) becoming a valuable tool for education and research. VR enhances the exploration of geological phenomena but faces challenges in achieving realistic simulations, real-time interactivity, and accessibility. Understanding its benefits and limitations is essential for maximizing VR’s potential in geosciences. This study explores the applications of VR in geosciences, highlighting its impact on education, research, and industry. The literature review covers the use of VR in education, space exploration, the oil and mining industry, volcanology, hydrogeology, and geological heritage. The methodology included an analysis of scientific productions in Google Scholar and Scopus databases, selecting 53 relevant articles published since 2020. The results indicate that VR is widely used to simulate remote or hazardous environments, complement field activities, and improve teaching through immersive experiences such as virtual excursions. Photogrammetry, LiDAR, and 3D modeling are essential in many fields but lack haptic feedback and realistic simulations. There are notable gaps in geological analysis and real-time interaction. This work emphasizes the potential of VR as a complementary tool in geosciences while underscoring the need for more interactivity, predictive capabilities, and accessibility in less developed regions. Although VR introduces innovations and addresses logistical challenges, future research should concentrate on creating more interactive and predictive experiences to maximize its impact in the field.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-97763-3_2
10.1007/978-3-031-85240-4_12,Predicting the Role of Temozolomide Drug in Glioma by Integrating Available Genomic Databases and Computational Methods,"Cancer is one of the most serious and harmful diseases that threatens humanity. Currently there is no robust treatment which leads to guaranteed cure from cancer. Thus, researchers from various domains are still working hard to identify molecules such as genes and proteins which could be handled and targeted as cancer biomarkers. Various methods have been developed and the research spans wide range of techniques from wet lab testing by biologists to computational methods by computer scientists. The latter research is promising because it greatly reduces the number of molecules as potential biomarkers. This project investigated existing literature data by integrating text mining, as well as gene–gene interactions. Different genes are highlighted in relationship to Glioma and temozolomide.",http://link.springer.com/openurl/fulltext?id=doi:10.1007/978-3-031-85240-4_12
